      35 
     101 
      62 
     233 
      97 
      34 
      56 
      54 
       9 
      61 
     105 
      61 
     259 
     106 
      53 
      53 
     102 
      29 
      33 
      60 
      53 
      47 
     284 
      41 
      93 
      31 
      20 
      76 
      81 
     110 
      85 
      47 
      93 
      79 
      59 
      92 
     164 
     290 
      75 
     277 
      75 
     103 
      41 
      59 
     240 
      54 
     133 
     288 
      41 
      38 
     100 
      96 
     334 
     118 
      50 
      69 
      39 
     210 
      30 
      30 
      36 
      87 
      56 
     247 
      57 
      75 
      35 
      43 
      42 
      38 
      72 
